cliente_id,region,tenure,age,marital,address,income,ed,employ,retire,gender,reside,clientecat
668,1,9,28,1,8,28000,3,4,0,0,3,2
669,2,12,19,1,0,15000,2,0,0,1,4,2
670,2,24,43,1,15,48000,4,4,0,0,6,4
671,3,72,75,0,48,14000,2,6,1,1,1,2
672,3,58,61,0,42,101000,4,18,0,1,1,2
673,1,70,44,1,24,87000,2,18,0,0,3,3
674,3,9,25,0,3,27000,1,4,0,1,1,1
675,1,49,25,0,1,27000,5,0,0,1,1,2
676,3,52,54,0,7,59000,3,22,0,0,1,3
677,1,10,42,1,10,294000,4,9,0,1,6,4
678,1,14,52,1,2,44000,3,5,0,0,2,3
679,1,19,27,1,3,35000,2,4,0,0,6,4
680,3,12,36,1,4,205000,4,10,0,1,4,2
681,1,65,59,0,27,732000,3,31,0,1,1,2
682,1,67,40,1,14,59000,3,11,0,0,2,3
683,2,29,24,1,3,23000,1,7,0,0,2,3
684,3,55,46,0,8,87000,2,19,0,1,1,1
685,3,71,67,1,25,110000,1,23,0,1,2,3
686,3,5,44,1,2,83000,3,14,0,1,3,3
687,3,60,58,0,0,63000,4,21,0,1,3,2
688,2,10,40,0,6,22000,3,6,0,1,1,1
689,3,52,64,0,44,43000,3,7,0,0,1,4
690,2,61,43,1,22,35000,2,11,0,0,3,2
691,1,61,29,1,5,48000,2,11,0,0,4,2
692,2,67,47,1,19,69000,3,12,0,0,3,3
693,3,41,42,1,12,26000,4,5,0,0,4,2
694,1,30,28,0,1,20000,1,8,0,1,1,1
695,1,24,46,0,12,43000,2,6,0,0,1,4
696,1,72,75,0,37,33000,1,44,1,1,1,2
697,2,17,35,0,7,66000,2,11,0,0,1,4
698,2,65,72,0,46,12000,2,0,1,0,1,3
699,1,15,30,1,8,90000,2,11,0,0,5,4
700,1,34,33,0,8,35000,3,2,0,1,1,2
701,1,26,43,0,23,51000,5,4,0,1,1,2
702,2,36,45,0,22,117000,3,15,0,1,1,2
703,1,60,48,0,29,100000,2,26,0,1,1,3
704,1,16,54,0,20,147000,1,29,0,0,4,3
705,2,1,33,0,5,53000,4,6,0,1,1,1
706,3,56,30,1,9,57000,5,2,0,0,4,2
707,2,6,50,0,5,37000,2,0,0,0,1,2
708,2,48,34,0,7,42000,3,2,0,1,1,2
709,2,34,36,1,17,50000,1,4,0,0,2,3
710,2,54,42,1,0,55000,4,2,0,0,5,4
711,3,38,31,1,2,42000,2,7,0,1,4,4
712,2,25,55,0,15,37000,1,7,0,1,1,1
713,1,47,69,1,17,228000,3,39,0,1,4,4
714,1,72,62,1,35,163000,5,31,0,0,2,4
715,2,6,35,1,6,28000,4,3,0,1,3,4
716,1,30,51,1,9,118000,5,21,0,1,2,1
717,1,65,70,1,9,115000,2,39,1,1,2,4
718,1,22,44,1,19,37000,4,1,0,0,2,3
719,1,60,53,0,32,93000,1,28,0,0,1,3
720,2,19,32,0,12,71000,4,5,0,1,1,4
721,3,18,25,0,4,26000,2,7,0,1,3,1
722,1,9,37,1,10,14000,4,5,0,1,6,1
723,1,1,34,1,6,18000,1,0,0,1,2,1
724,3,10,28,1,2,36000,4,0,0,1,3,4
725,3,45,34,1,14,43000,4,0,0,0,4,2
726,1,25,28,1,6,41000,4,4,0,1,4,3
727,3,66,39,0,1,66000,2,15,0,1,1,2
728,1,27,67,0,1,33000,4,19,1,1,1,3
729,1,19,41,0,5,53000,4,6,0,0,1,1
730,2,17,41,1,9,28000,4,3,0,0,6,1
731,2,16,36,0,13,58000,4,4,0,0,1,1
732,1,8,42,1,2,129000,4,17,0,1,3,1
733,1,3,25,0,0,65000,4,0,0,1,1,4
734,3,59,57,0,26,311000,3,36,0,1,1,1
735,2,45,37,0,2,57000,3,14,0,1,1,2
736,1,66,62,0,31,47000,2,4,0,1,1,2
737,3,28,50,1,7,25000,1,3,0,0,2,1
738,1,15,38,1,11,46000,5,11,0,0,3,1
739,3,39,34,1,10,51000,3,13,0,1,4,4
740,3,38,33,0,4,19000,2,5,0,1,2,3
741,3,34,29,0,5,26000,3,4,0,1,2,2
742,3,60,57,1,18,72000,5,30,1,0,2,4
743,3,72,65,1,33,71000,1,41,1,1,4,3
744,1,42,42,1,9,41000,2,13,0,0,8,3
745,3,32,37,0,9,44000,2,7,0,0,1,1
746,3,48,50,1,4,208000,4,19,0,1,2,4
747,3,63,37,1,1,45000,4,9,0,1,6,2
748,3,45,27,1,3,39000,3,2,0,0,4,2
749,2,68,42,0,16,89000,4,12,0,0,1,2
750,1,6,29,1,4,19000,2,5,0,1,2,1
751,1,68,57,1,33,15000,2,0,0,1,2,4
752,3,72,68,1,26,59000,2,36,1,1,2,4
753,3,53,38,1,15,20000,3,6,0,1,4,2
754,3,20,51,1,11,27000,4,6,0,0,3,3
755,2,70,35,1,4,48000,2,9,0,0,3,2
756,3,32,47,0,25,135000,2,6,0,1,1,1
757,2,61,52,1,23,19000,1,0,0,0,2,3
758,1,24,25,1,3,28000,4,0,0,0,3,2
759,2,56,61,1,14,12000,1,16,1,1,2,1
760,3,54,59,0,28,28000,2,15,0,0,1,2
761,3,43,38,1,7,18000,3,8,0,1,3,4
762,1,19,35,0,7,58000,3,5,0,1,1,4
763,3,5,43,0,16,72000,3,17,0,1,1,3
764,1,24,61,1,6,112000,4,3,0,1,4,1
765,3,62,35,1,2,28000,2,8,0,1,2,2
766,2,14,40,0,13,398000,5,11,0,1,1,4
767,3,60,48,1,22,106000,3,21,0,1,3,4
768,2,30,74,1,12,10000,1,3,1,1,2,3
769,1,40,42,1,16,108000,3,17,0,0,4,2
770,2,42,50,1,17,85000,2,15,0,1,4,1
771,1,20,34,0,14,51000,3,9,0,1,1,2
772,1,4,22,1,1,22000,2,2,0,1,3,3
773,2,44,49,1,2,66000,2,8,0,1,4,4
774,3,49,63,0,18,10000,2,2,1,0,1,3
775,3,5,36,1,2,34000,1,4,0,1,2,3
776,3,70,50,1,29,67000,1,22,0,0,4,2
777,1,30,57,1,16,19000,1,1,0,0,4,1
778,2,28,48,0,20,128000,4,4,0,1,1,4
779,1,5,28,1,3,39000,5,1,0,0,6,4
780,2,27,35,0,12,56000,1,3,0,1,1,4
781,2,17,39,0,12,45000,4,10,0,1,1,1
782,1,4,37,1,8,25000,1,1,0,1,5,1
783,1,30,23,1,0,24000,2,1,0,1,4,3
784,3,71,40,1,19,53000,4,14,0,1,2,4
785,3,67,77,0,55,49000,1,45,1,1,1,1
786,3,24,48,1,3,38000,1,16,0,1,2,1
787,1,24,54,1,7,84000,3,10,0,1,2,1
788,2,59,54,0,32,126000,1,22,0,1,1,3
789,3,59,32,0,9,73000,4,5,0,0,1,2
790,3,44,37,1,1,41000,4,8,0,1,6,2
791,1,19,31,1,0,22000,4,2,0,0,3,2
792,2,58,46,1,23,23000,1,2,0,1,2,1
793,1,41,53,1,22,94000,2,25,0,0,2,2
794,2,16,33,0,1,30000,3,7,0,0,4,3
795,3,13,36,0,11,31000,2,0,0,0,1,1
796,1,60,53,0,22,171000,1,37,0,1,1,3
797,2,72,49,1,23,102000,1,27,0,1,6,2
798,2,33,39,0,17,27000,4,3,0,1,1,4
799,2,72,45,1,25,98000,4,20,0,1,2,4
800,1,66,54,1,8,591000,4,25,0,1,2,4
801,3,53,37,1,7,25000,1,2,0,1,6,3
802,2,22,28,1,0,36000,4,0,0,0,4,4
803,2,14,26,1,1,25000,2,0,0,1,3,3
804,1,52,49,0,18,69000,2,13,0,1,2,3
805,3,33,30,1,5,22000,1,0,0,0,2,3
806,3,72,66,0,26,67000,2,37,1,1,1,3
807,1,40,40,1,3,73000,4,12,0,1,4,3
808,2,29,26,0,1,22000,4,2,0,1,1,4
809,3,63,67,0,22,9000,2,12,1,0,1,3
810,2,56,54,0,25,147000,3,31,0,1,1,2
811,3,60,50,1,26,239000,2,19,0,1,2,4
812,3,28,22,1,3,23000,3,1,0,0,5,1
813,2,39,39,0,19,29000,4,6,0,0,1,2
814,3,65,39,1,18,32000,2,15,0,0,4,3
815,3,29,31,0,7,30000,3,7,0,1,1,3
816,3,28,36,0,8,57000,2,13,0,1,2,3
817,1,2,18,0,0,20000,2,0,0,0,1,3
818,3,67,52,0,13,248000,2,20,0,1,3,3
819,3,5,35,1,9,59000,3,8,0,1,5,4
820,3,48,35,0,10,24000,2,6,0,0,1,3
821,2,10,26,1,4,25000,1,4,0,1,3,1
822,2,17,28,0,3,37000,3,2,0,1,1,3
823,1,21,24,1,0,30000,4,0,0,1,5,4
824,2,25,51,0,9,66000,4,13,0,0,2,4
825,3,44,31,0,8,16000,1,3,0,0,1,1
826,2,59,49,0,28,429000,4,23,0,1,2,4
827,2,11,26,0,7,20000,2,4,0,0,1,1
828,2,50,68,1,32,262000,3,28,0,0,2,3
829,3,23,25,1,2,28000,3,1,0,1,5,2
830,1,17,19,0,0,18000,2,0,0,1,2,2
831,1,15,62,1,3,144000,3,21,0,0,2,3
832,2,68,57,1,38,33000,1,9,0,1,2,2
833,1,69,42,1,23,19000,3,0,0,1,2,1
834,1,30,24,1,3,30000,1,7,0,1,5,1
835,3,22,30,0,8,41000,2,8,0,0,1,3
836,2,10,20,1,1,20000,2,0,0,1,4,1
837,1,72,59,1,12,65000,3,21,0,1,6,2
838,2,34,24,1,5,17000,4,0,0,1,2,3
839,2,43,49,1,18,66000,1,22,0,0,4,3
840,3,31,37,1,15,18000,4,5,0,0,3,4
841,2,6,27,1,5,26000,4,2,0,0,5,1
842,2,48,42,0,21,46000,4,4,0,0,1,3
843,2,50,25,0,6,19000,1,5,0,0,3,1
844,3,20,41,1,19,58000,2,6,0,1,2,2
845,3,61,73,0,10,25000,1,21,1,0,1,1
846,2,6,21,0,0,15000,2,1,0,1,1,1
847,2,1,22,0,2,35000,2,2,0,0,1,1
848,1,21,43,0,13,41000,2,1,0,1,1,4
849,3,7,32,0,1,71000,4,3,0,0,2,4
850,3,65,56,1,19,608000,3,34,0,1,2,4
851,1,64,37,0,10,44000,4,9,0,1,1,2
852,3,4,30,0,0,41000,2,0,0,0,2,3
853,1,67,45,1,22,83000,3,11,0,1,2,2
854,2,22,35,0,12,28000,2,3,0,0,2,2
855,3,51,37,1,17,101000,2,10,0,1,2,3
856,1,50,28,0,6,28000,1,10,0,1,1,3
857,1,31,47,1,18,35000,2,0,0,0,2,1
858,3,4,28,0,0,39000,2,3,0,1,1,3
859,3,60,56,0,19,51000,4,11,0,0,1,4
860,3,7,31,1,12,31000,2,7,0,1,6,1
861,3,20,40,0,2,209000,4,15,0,1,1,2
862,2,19,23,1,4,37000,3,1,0,1,4,3
863,3,58,37,1,5,64000,4,8,0,1,2,4
864,3,65,64,0,20,88000,3,26,0,1,1,4
865,3,72,61,1,34,61000,1,8,0,0,3,2
866,3,8,42,0,3,66000,3,10,0,0,1,4
867,2,33,40,1,14,19000,3,5,0,0,2,1
868,3,18,34,1,4,42000,2,14,0,1,5,4
869,2,24,31,1,6,41000,2,13,0,0,5,3
870,3,70,36,0,8,50000,1,15,0,1,1,2
871,1,7,38,0,4,70000,4,4,0,0,1,4
872,3,70,59,0,27,85000,1,19,0,1,1,3
873,2,20,48,1,21,45000,3,2,0,1,2,3
874,3,54,32,1,12,27000,1,9,0,0,2,2
875,3,36,48,0,28,29000,1,2,0,0,1,1
876,3,71,53,1,29,48000,4,0,0,1,2,3
877,1,17,41,0,4,32000,2,3,0,0,1,3
878,1,18,45,1,17,43000,1,9,0,0,3,3
879,1,16,27,0,8,16000,5,0,0,1,1,4
880,3,38,30,1,6,22000,2,3,0,1,2,2
881,1,52,45,1,19,40000,3,9,0,1,3,4
882,1,46,48,1,12,256000,3,25,0,0,6,4
883,2,31,46,0,23,144000,4,13,0,0,1,3
884,2,23,31,0,10,45000,4,0,0,0,2,2
885,2,38,56,1,34,34000,2,0,0,1,3,3
886,2,50,54,0,15,248000,3,28,0,1,1,3
887,2,16,49,0,17,41000,2,5,0,0,1,4
888,2,14,34,1,4,27000,4,1,0,1,2,4
889,2,30,52,0,23,17000,3,3,0,1,1,2
890,3,22,47,1,0,44000,4,11,0,1,3,4
891,1,38,55,1,12,135000,2,24,0,0,4,4
892,3,59,26,1,3,41000,4,1,0,1,3,2
893,2,54,55,0,1,587000,3,33,0,0,1,3
894,3,9,40,0,13,38000,4,7,0,1,1,4
895,1,67,67,1,38,49000,2,10,0,1,2,2
896,2,24,44,0,19,33000,3,0,0,1,2,1
897,2,12,55,1,13,36000,1,5,0,1,2,2
898,1,26,47,0,13,54000,3,0,0,0,1,2
899,2,3,32,0,4,58000,2,11,0,0,4,4
900,2,20,46,0,2,23000,5,4,0,1,2,4
901,3,5,52,1,0,97000,5,9,0,0,2,4
902,3,58,53,0,19,207000,3,12,0,1,1,4
903,1,54,28,1,2,21000,3,3,0,0,4,1
904,2,52,39,0,6,119000,3,18,0,1,1,1
905,2,38,30,1,10,25000,1,5,0,1,4,1
906,2,19,46,0,5,59000,3,17,0,0,1,1
907,2,22,33,1,2,24000,1,3,0,0,4,1
908,1,49,35,1,15,113000,4,4,0,0,5,2
909,3,5,39,0,0,22000,1,0,0,1,2,3
910,2,18,69,0,28,11000,1,17,1,0,1,1
911,3,43,29,0,4,33000,1,13,0,1,4,3
912,3,17,50,0,2,205000,5,19,0,0,1,4
913,2,37,33,0,4,41000,3,8,0,1,3,2
914,2,8,39,0,0,39000,1,7,0,1,1,1
915,2,51,46,1,8,107000,2,21,0,1,6,3
916,1,71,55,1,11,198000,1,31,0,1,3,3
917,1,56,53,1,23,100000,5,14,0,1,2,2
918,3,70,68,0,21,1131000,2,45,0,0,1,3
919,1,62,53,0,14,360000,3,26,0,1,2,3
920,1,50,52,1,22,162000,2,27,0,1,2,4
921,3,1,31,0,3,29000,5,2,0,1,3,1
922,3,15,26,0,1,38000,4,1,0,0,2,4
923,3,72,55,1,24,82000,3,25,0,1,2,2
924,2,69,47,1,10,159000,2,24,0,0,4,3
925,2,32,44,0,10,201000,2,24,0,0,1,3
926,1,19,25,1,6,27000,4,0,0,1,2,3
927,2,42,54,0,19,57000,3,10,0,1,1,4
928,3,51,49,0,29,45000,1,16,0,0,1,1
929,2,32,22,1,2,17000,2,2,0,1,4,3
930,3,26,55,1,13,61000,1,26,0,0,2,3
931,2,39,44,1,14,418000,4,18,0,0,2,4
932,2,72,53,0,12,152000,2,32,0,1,1,4
933,2,4,39,0,11,38000,4,1,0,0,2,4
934,2,54,50,1,5,151000,4,20,0,0,3,3
935,1,34,40,1,21,23000,4,9,0,1,3,4
936,1,20,25,1,4,33000,4,0,0,1,3,1
937,3,14,49,0,4,26000,1,8,0,0,1,1
938,1,61,59,0,26,89000,1,40,1,1,1,3
939,2,4,24,0,2,25000,4,0,0,0,1,1
940,3,16,48,0,25,59000,2,13,0,0,2,3
941,1,13,41,0,9,55000,2,12,0,1,3,1
942,2,53,37,1,18,25000,3,6,0,1,2,2
943,2,58,36,1,13,39000,2,8,0,1,7,4
944,2,25,38,1,19,56000,1,19,0,1,2,3
945,1,71,61,1,19,155000,3,30,0,0,2,3
946,1,22,33,1,13,119000,5,0,0,1,4,4
947,1,46,48,1,15,64000,3,20,0,0,2,3
948,3,66,50,1,2,333000,5,24,0,0,2,2
949,1,69,58,1,29,26000,2,7,0,1,3,4
950,2,38,49,1,3,33000,4,11,0,0,4,2
951,3,16,35,0,7,46000,3,3,0,0,1,1
952,3,44,39,1,8,41000,2,8,0,0,4,4
953,1,50,50,0,24,31000,1,8,0,0,1,3
954,3,10,23,0,1,29000,4,0,0,1,1,4
955,2,7,41,0,6,94000,2,16,0,0,1,4
956,3,71,48,0,25,288000,3,19,0,0,1,1
957,3,16,39,1,5,31000,1,4,0,1,5,1
958,3,6,20,0,0,25000,2,0,0,1,2,3
959,2,46,55,0,24,269000,2,35,0,0,1,3
960,3,51,49,1,13,203000,3,27,0,0,4,3
961,3,5,34,0,12,22000,2,2,0,0,2,1
962,2,49,54,1,23,25000,2,1,0,1,4,1
963,3,49,51,1,14,222000,5,16,0,0,2,2
964,1,26,30,1,4,76000,3,7,0,0,2,1
965,3,22,39,0,4,55000,2,17,0,1,1,4
966,3,51,45,1,4,46000,3,6,0,0,2,4
967,1,19,27,1,7,56000,4,1,0,0,4,4
968,1,9,36,0,1,79000,3,11,0,1,5,3
969,3,15,25,1,0,51000,3,2,0,1,2,1
970,2,57,63,0,19,61000,1,27,0,0,1,3
971,3,48,45,0,15,41000,1,10,0,1,2,1
972,2,9,53,1,20,50000,2,13,0,1,2,1
973,1,61,52,0,21,82000,1,18,0,0,1,3
974,3,72,53,0,34,108000,1,23,0,0,1,3
975,3,57,60,0,20,14000,2,27,1,1,1,3
976,2,57,51,0,10,46000,1,13,0,0,1,2
977,1,37,60,1,0,46000,1,20,0,0,3,3
978,3,45,51,0,13,146000,4,16,0,0,2,1
979,3,45,39,1,15,36000,1,11,0,1,5,1
980,2,55,44,0,24,83000,1,23,0,1,1,3
981,2,24,27,0,2,17000,3,3,0,0,5,2
982,3,1,20,0,1,18000,3,0,0,0,1,1
983,2,34,23,1,3,24000,1,7,0,1,4,3
984,3,14,37,1,5,48000,3,1,0,1,4,1
985,3,6,32,0,10,47000,1,10,0,0,1,3
986,3,24,30,0,0,25000,4,5,0,0,2,4
987,2,3,26,1,6,59000,4,0,0,1,3,4
988,1,4,30,0,1,45000,4,6,0,0,3,4
989,1,72,40,1,19,163000,4,15,0,0,2,2
990,1,44,56,0,4,63000,2,6,0,1,1,3
991,1,50,43,0,6,27000,3,4,0,0,1,3
992,2,61,50,1,16,190000,2,22,0,1,2,2
993,1,34,52,1,2,106000,2,19,0,0,2,3
994,3,26,54,1,30,26000,3,1,0,1,2,4
995,1,15,46,1,17,63000,5,1,0,0,2,4
996,3,10,39,0,0,27000,3,0,0,1,3,1
997,1,7,34,0,2,22000,5,5,0,1,1,1
998,3,67,59,0,40,944000,5,33,0,1,1,4
999,3,70,49,0,18,87000,2,22,0,1,1,3
1000,3,50,36,1,7,39000,3,3,0,1,3,2
